Artist,Lyrics
rihanna,Mi nuh cyar if him
adele,But when I call you never
nirvana,You won't be afraid of fear
blink-182,"Turn the lights off, carry me home"
michael-jackson,"So let me hold you tight and share a killer, diller, chiller"
nirvana,You're in high school again You're in high school again
bruno-mars,I tried to play piano but my feet cant reach the floor
adele,But instead I fall back to my knees
michael-jackson,"Somebody Hurt My Soul, Now"
lin-manuel-miranda,I've been readin' 'n writin'
radiohead,We will shrink and we'll be quiet as mice
radiohead,And there's nowhere to hide
michael-jackson,Yet people push bullshit in my face
michael-jackson,He wanna turn the key
lin-manuel-miranda,"And he wrote his first refrain, a testament to his pain Well, the word got around, they said, this kid is insane, man"
britney-spears,"When you're next to me, it's just like heaven on earth"
adele,I quit I'm movin' on [Chorus] Baby
britney-spears,(You want a piece of me) I'm Mrs. 'You want a piece of me?'
blink-182,We couldn't wait to get outside
adele,Or would it be a waste?
radiohead,"Guess I'm stuffed, stuffed, stuffed"
britney-spears,Come on Britney take it down
blink-182,Far from people I hate down from anywhere state
blink-182,Your smile fades in the summer
britney-spears,"Makes it hard, it could be easy"
bruno-mars,There's no place I'd rather be in this world
britney-spears,Even though time may find me somebody new
adele,I want you to love me
lin-manuel-miranda,"Get your education, don't forget from whence you came"
lady-gaga,"Eh, eh, eh, eh, eh, eh, eh Can call all you want"
lin-manuel-miranda,"I'm young, scrappy and hungry"
lady-gaga,"I don't speak your, I don't speak your Americano (la-la-la-la-la-la-la)"
blink-182,"Los Angeles, when will you save me"
bruno-mars,Just the way you are
adele,Hold your breath and count to ten
michael-jackson,And If I Stop . . .
lady-gaga,"I don't know why you hurt inside,"
lady-gaga,Yeah I'll love you forever
nirvana,"Paint it with my eyes and make it right Lay down easy, lay it down seamy, sad man"
lin-manuel-miranda,"Up in it, lovin' it, yes I heard ya mother said come again Ay, lock up ya daughters and horses, of course"
bruno-mars,Or is it this dancing juice?
radiohead,All the things you need
britney-spears,Don't know what I'd do if I ever lose you
blink-182,Unless you do this with me
rihanna,I'm a fine cool supersonics speed machine
rihanna,I can be a lone wolf fishing Gotta get up out of here
adele,"There's so many shades of black Let it out, let it all out"
lady-gaga,Don't be sad when the sun goes down
michael-jackson,You know I'm bad - you know - hoo!
radiohead,I shall now perform a 180 flip-flop
michael-jackson,I like the way how you're holdin' me
lin-manuel-miranda,"Started workin', clerkin' for his late mother's landlord"
adele,Count your blessings to find what you look for
michael-jackson,(will you tell us that you're OK)
rihanna,"Woo, woo, (send for me, send for me, send for me)"
michael-jackson,Ain't no love in this world without you
radiohead,with a long and winning handsome smile
bruno-mars,It's getting hard to breathe
nirvana,"He'll keep you in a jar,"
bruno-mars,"Your pleasure pleasure island is where we can go No I won't think you're easy, no I won't think you're fast"
rihanna,Whenever you hear the sound don't be alarmed
lin-manuel-miranda,Those redcoats don't want it with me
britney-spears,You gotta turn turn it up
radiohead,Blame it on the satellite that beams me home
lin-manuel-miranda,"With my, shot Yo, I'm a tailor's apprentice"
radiohead,"I'm ready, I'm ready, I'm ready."
rihanna,I'mma hit it like I'm on it
lady-gaga,"Tonight, tonight, tonight Groove. Slam. Work it back. Filter that. Baby bump that track."
lady-gaga,"Versace promises I will, Dolce Vita What do you wanna wear this spring?"
britney-spears,"I'll never tell, tell on myself but I hope she smells your perfume"
adele,At skyfall Let the sky fall
nirvana,Then you'll make him happy...
bruno-mars,"Oh, yeah, you know who you are"
radiohead,They don't know what I know
nirvana,"Oh well, whatever, never mind Hello, hello, hello, how low"
britney-spears,Come with me we can do it
lady-gaga,And we're all gettin' hosed tonight.
bruno-mars,Just the way you are Yeah ¿Qué estás loco?
bruno-mars,Twenty four karat magic in the air
michael-jackson,And that's a fact yeah yeah
lin-manuel-miranda,"You never learned to take your time Oh, Alexander Hamilton When America sings for you"
michael-jackson,It Just Seemed Like Heaven
lady-gaga,"I've had enough, enough, enough"
michael-jackson,What goes around comes around
lady-gaga,"You can't have my heart, and"
britney-spears,"(From under, from under, from under, from under) And part of me still believes"
radiohead,"I am such a tease, and you're such a flirt"
britney-spears,Taking time is what love's all about But you put a dart through my dreams
lin-manuel-miranda,"And a Scotsman, dropped in the middle of a forgotten spot in the Caribbean by providence impoverished,"
adele,I want you to love me... Who knows why I love you
adele,"I wish you'd come over,"
lin-manuel-miranda,Everyone shall sit under their own vine and fig tree
bruno-mars,Say my name you know who I am
blink-182,"For a hobby I make bombs When the clock strikes two,"
lady-gaga,"When I lay in bed, I touch myself and think of you [Chorus 2]"
michael-jackson,You can cry on my shoulder
rihanna,Like I'm the only one that you'll ever love
radiohead,Broken hearts make it rain
adele,"Be the best, have success,"
radiohead,A chemical reaction (you know where you are)
nirvana,"Mama, this surely is a dream, yeah"
lin-manuel-miranda,You built me palaces out of paragraphs
michael-jackson,I don't wanna go away
adele,Only yesterday was the time of our lives
radiohead,I will eat you alive
britney-spears,All decked in lace and leather Breathe you out
radiohead,If you could take it all back again
adele,I know this is love but If I tell the world
nirvana,What is wrong with me?
lady-gaga,Givin' me a million reasons
adele,'Cause I can't make you love me
radiohead,"Favours for favours, fond but not in love"
britney-spears,We don't fuck 'till we get enough
radiohead,What are we coming to?
blink-182,Smiling from ear to ear (I'm feeling this)
blink-182,You're to blame He pauses shaving and he tells himself that he is the bomb
bruno-mars,Girl you make me so hot (hot)
blink-182,I need a job just to sleep in sheets
bruno-mars,what do i do (what do i do)
nirvana,And I can go home Love myself
rihanna,(But I got but I got)
radiohead,There was no future left at all
nirvana,"I love you, I'm not gonna crack"
adele,Whenever I'm alone with you
lady-gaga,I'm gonna wear designer and forget your name
nirvana,Don't ever ask your love of me Don't expect me to cry
blink-182,Give all my things to all my friends
nirvana,Daddy's little girl ain't a girl no more
michael-jackson,And Get Your Ticket Right
lin-manuel-miranda,Are we a nation of states what's the state of our nation?
bruno-mars,You and me baby making love like gorillas Yeah I got a fistful of your hair
blink-182,"With you Another girl, who's loving you now"
michael-jackson,Just Say It And I'll Do
radiohead,In your arms (don't hurt me)
britney-spears,Was all ya had to say
bruno-mars,Don't feel like picking up my phone
britney-spears,Party in France You better work bitch
rihanna,"To be in love again, to be in love again, to be in love again Be in love again [Intro: Rihanna]"
adele,"Let's go back there, back to the star"
lin-manuel-miranda,And? If we win our independence?
rihanna,What now? There's no one to call cause I'm just playing games with them all
bruno-mars,This pretty little thing I swear won't let you down
adele,Let it burn Everybody loves the things you do
nirvana,One day when I was lost
britney-spears,"Oh baby, baby Oops, I did it again"
lin-manuel-miranda,And I'm tryin' not to cry
lin-manuel-miranda,The only person you have to convince is me
radiohead,But I don't have time for him
lady-gaga,"Uh oh uh oh (I love that girl) (Wanna talk to her, she's hot as hell) He ate my heart he a-a-a-ate my heart"
blink-182,And I'm quite aware we're dying Come on let me hold you touch you feel you
adele,The scars of your love remind me of us
rihanna,Can I not like you for awhile? (No) But you won't let me
nirvana,Don't expect me to die for me When I'm feeling tired
lady-gaga,I'm a loser I'm gonna marry the night
rihanna,"We die forever He's staying with a flock of them, oh, yeah"
adele,Put myself behind a jailhouse door
blink-182,To have a blow job
bruno-mars,Cause a scene all the guys
rihanna,Only girl in the world
adele,At least I know he's lying still
rihanna,And left us all alone Easy for a good girl to go bad
bruno-mars,You tell me all day that you're lonely
michael-jackson,"Now it's ""us"", now it's ""we"""
lady-gaga,Take me to your leader (to the planet)
bruno-mars,Oh yeah yeah year yeah
bruno-mars,"Don't give up, don't pack it in,"
lin-manuel-miranda,On whether to end the slave trade
blink-182,I'm on another planet with you
nirvana,"And over again Gun, gun, son of a gun"
michael-jackson,"But too bad, too bad"
nirvana,"The kind with seashells, driftwood and burlap"
rihanna,"I got a secret I'mma drop em to the floor, ooh No teasin',"
nirvana,I only have to do it
nirvana,"Here we are now, entertain us"
adele,It's harder when you're on top 'Cause when hard work don't pay off
lady-gaga,"Complete swagga, they go the dagga"
adele,Lay me down (Someone believe me) Lay down with me
britney-spears,"I'm like a performer, the dance floor is my stage"
nirvana,Things have never been so swell
radiohead,You really messed up this time (ah)
rihanna,Dancing in the dark Here's a little story I've gotta tell
rihanna,That's why i'm loving you when you're not here.
rihanna,"Now shut up and drive, drive, drive"
nirvana,Is the whole fleece shun in master?
adele,Just give me till then
britney-spears,"Tell me baby 'cause I need to know now, oh because My loneliness is killing me (and I)"
lady-gaga,"you are the greatest, greatest thing to me. I killed my former and"
lady-gaga,"Aus-be aus-can-be flaugen, fräulein uske-be clair Ich schleiban austa be clair, es kumpent üske monstère,"
nirvana,But I have a light
rihanna,Shine bright like a diamond
rihanna,"And, baby, you're my disease"
bruno-mars,"It's already in your eyes and I'm sure my eyes, they speak for me"
radiohead,She's run run run run
michael-jackson,Love will grow through the years
adele,I need to fight my own
adele,"Because you lighten up my heart when I start to cry Forgive me first love, but I'm tired"
rihanna,Come Mr. DJ won't you turn the music up Hey Mr.
adele,Tell me was it all for the thrill?
